periodo_tempo;temperatura_max;temperatura_min
13/09/12;30,0;17,4
14/09/12;28,2;17,7
15/09/12;30,1;18,1
16/09/12;30,9;18,0
17/09/12;31,5;17,9
18/09/12;28,9;17,6
19/09/12;30,7;17,9
20/09/12;31,5;17,6
21/09/12;30,2;17,0
22/09/12;29,8;16,9
23/09/12;29,9;17,8
24/09/12;29,0;18,1
25/09/12;29,4;17,9
26/09/12;26,7;18,0
27/09/12;30,0;17,8
28/09/12;29,8;18,1
29/09/12;30,6;18,5
30/09/12;31,0;18,8
01/10/12;31,6;19,0
02/10/12;31,3;18,4
03/10/12;32,8;18,8
04/10/12;30,7;18,9
05/10/12;31,5;18,8
06/10/12;29,7;18,8
07/10/12;30,6;18,6
08/10/12;30,0;18,8
09/10/12;27,9;18,7
10/10/12;27,5;18,6
11/10/12;30,1;19,0
12/10/12;31,0;18,9
13/10/12;28,0;19,2
14/10/12;30,5;20,0
15/10/12;29,9;20,4
16/10/12;30,5;20,1
17/10/12;29,2;20,1
18/10/12;29,4;20,0
19/10/12;28,6;20,1
20/10/12;28,0;19,8
21/10/12;27,9;19,4
22/10/12;27,5;19,2
23/10/12;26,6;18,8
24/10/12;28,0;18,8
25/10/12;27,5;18,9
26/10/12;28,4;19,5
27/10/12;30,9;19,1
28/10/12;26,0;19,0
29/10/12;28,1;19,1
30/10/12;27,7;19,0
31/10/12;31,2;19,0
01/11/12;32,6;19,9
02/11/12;29,1;20,0
03/11/12;27,0;19,5
04/11/12;29,0;19,8
05/11/12;30,8;19,4
06/11/12;27,2;19,5
07/11/12;27,2;19,7
08/11/12;27,0;18,8
09/11/12;26,7;18,7
10/11/12;24,0;18,6
11/11/12;28,0;18,5
12/11/12;28,3;19,0
13/11/12;28,8;19,5
14/11/12;29,0;19,4
15/11/12;26,2;19,5
16/11/12;26,5;19,4
17/11/12;25,2;19,2
18/11/12;26,5;19,2
19/11/12;24,8;19,1
20/11/12;24,9;18,6
21/11/12;25,4;18,6
22/11/12;22,5;18,5
23/11/12;24,7;18,0
24/11/12;28,9;17,1
25/11/12;26,6;18,9
26/11/12;27,2;18,1
27/11/12;28,5;17,5
28/11/12;28,8;18,6
29/11/12;27,9;18,9
30/11/12;28,4;19,7
01/12/12;27,9;19,0
02/12/12;27,3;18,5
03/12/12;28,0;17,9
04/12/12;27,8;18,0
05/12/12;27,2;19,0
06/12/12;27,3;18,8
07/12/12;27,6;18,6
08/12/12;27,9;18,8
09/12/12;28,1;18,0
10/12/12;29,3;16,9
11/12/12;28,7;16,7
12/12/12;28,8;19,0
13/12/12;29,2;18,4
14/12/12;29,8;19,0
15/12/12;26,5;20,1
16/12/12;27,0;19,0
17/12/12;29,1;19,0
18/12/12;26,2;18,9
19/12/12;26,9;18,7
20/12/12;26,8;18,5
21/12/12;25,2;17,8
22/12/12;27,4;17,2
23/12/12;27,4;17,4
24/12/12;27,3;17,4
25/12/12;27,0;17,6
26/12/12;27,5;17,1
27/12/12;27,4;18,6
28/12/12;27,5;18,2
29/12/12;27,0;18,6
30/12/12;28,6;18,5
31/12/12;28,7;17,9
01/01/13;27,5;18,9
02/01/13;27,4;18,9
03/01/13;26,5;18,9
04/01/13;26,9;18,9
05/01/13;26,5;18,3
06/01/13;25,8;18,5
07/01/13;28,7;18,9
08/01/13;27,2;18,8
09/01/13;26,5;19,0
10/01/13;26,5;19,2
11/01/13;24,9;19,0
12/01/13;25,0;18,1
13/01/13;25,6;18,5
14/01/13;26,0;18,5
15/01/13;26,0;18,5
16/01/13;24,5;18,9
17/01/13;23,7;19,0
18/01/13;25,8;18,3
19/01/13;26,5;18,4
20/01/13;25,0;18,5
21/01/13;26,9;18,6
22/01/13;26,4;18,6
23/01/13;26,3;18,5
24/01/13;26,0;18,8
25/01/13;26,0;19,0
26/01/13;26,9;19,0
27/01/13;26,4;17,2
28/01/13;26,8;17,1
29/01/13;26,8;18,7
30/01/13;25,7;18,6
31/01/13;23,8;18,5
01/02/13;26,4;18,6
02/02/13;24,8;18,6
03/02/13;22,8;17,9
04/02/13;26,1;17,5
05/02/13;27,1;16,2
06/02/13;25,7;18,0
07/02/13;26,8;17,2
08/02/13;26,8;17,9
09/02/13;26,6;18,5
10/02/13;27,3;18,6
11/02/13;27,0;17,9
12/02/13;27,0;18,4
13/02/13;26,3;18,4
14/02/13;26,1;18,4
15/02/13;23,9;18,5
16/02/13;23,2;18,6
17/02/13;23,6;18,0
18/02/13;25,8;17,9
19/02/13;25,1;17,9
20/02/13;27,0;18,1
21/02/13;27,3;17,9
22/02/13;26,2;17,8
23/02/13;26,7;18,5
24/02/13;25,2;18,1
25/02/13;24,9;18,4
26/02/13;23,3;18,7
27/02/13;23,4;18,5
28/02/13;25,4;17,9
01/03/13;25,4;18,0
02/03/13;26,4;17,8
03/03/13;26,4;18,4
04/03/13;26,0;19,0
05/03/13;26,0;18,5
06/03/13;26,8;18,0
07/03/13;27,0;18,5
08/03/13;25,8;18,2
09/03/13;25,7;18,8
10/03/13;25,5;17,4
11/03/13;26,6;18,3
12/03/13;24,5;18,9
13/03/13;26,9;18,8
14/03/13;26,5;18,1
15/03/13;29,2;18,4
16/03/13;29,9;18,1
17/03/13;26,8;19,6
18/03/13;25,5;19,7
19/03/13;26,4;19,7
20/03/13;28,4;18,4
21/03/13;27,3;19,0
22/03/13;27,9;19,1
23/03/13;27,7;18,8
24/03/13;29,0;19,0
25/03/13;29,0;18,3
26/03/13;24,6;19,5
27/03/13;26,3;19,2
28/03/13;27,6;19,1
29/03/13;29,9;19,2
30/03/13;29,9;19,0
31/03/13;30,4;19,6
01/04/13;29,4;20,0
02/04/13;28,6;20,1
03/04/13;30,9;19,5
04/04/13;30,1;20,4
05/04/13;29,2;19,5
06/04/13;27,6;19,5
07/04/13;27,5;19,8
08/04/13;28,0;20,1
09/04/13;30,4;19,8
10/04/13;24,4;19,3
11/04/13;28,0;18,8
12/04/13;29,5;19,2
13/04/13;28,0;18,5
14/04/13;25,5;19,6
15/04/13;27,0;18,5
16/04/13;29,4;18,9
17/04/13;29,0;18,8
18/04/13;27,4;19,4
19/04/13;27,9;19,1
20/04/13;28,8;19,1
21/04/13;27,5;19,0
22/04/13;27,6;19,0
23/04/13;28,1;18,5
24/04/13;29,0;18,4
25/04/13;29,1;19,8
26/04/13;29,6;19,6
27/04/13;29,0;19,5
28/04/13;27,3;19,0
29/04/13;25,2;19,5
30/04/13;28,2;18,4
01/05/13;29,4;17,4
02/05/13;28,2;19,0
03/05/13;27,9;19,8
04/05/13;28,2;19,8
05/05/13;27,3;19,7
06/05/13;27,1;19,2
07/05/13;26,2;19,1
08/05/13;26,9;18,8
09/05/13;27,7;18,5
10/05/13;26,2;19,5
11/05/13;26,2;18,0
12/05/13;28,5;16,5
13/05/13;27,7;18,1
14/05/13;27,1;19,3
15/05/13;27,2;17,8
16/05/13;27,9;17,8
17/05/13;27,5;17,0
18/05/13;27,1;14,0
19/05/13;28,6;14,6
20/05/13;29,1;15,8
21/05/13;29,2;15,9
22/05/13;28,1;16,8
23/05/13;26,6;17,4
24/05/13;27,0;17,5
25/05/13;29,4;17,8
26/05/13;30,0;18,4
27/05/13;27,0;17,5
28/05/13;26,5;17,1
29/05/13;29,8;17,8
30/05/13;26,3;17,4
31/05/13;29,5;16,8
01/06/13;29,6;17,1
02/06/13;28,7;17,6
03/06/13;27,1;16,9
04/06/13;27,3;16,5
05/06/13;27,8;16,9
06/06/13;27,5;15,8
07/06/13;26,5;16,8
08/06/13;27,8;15,9
09/06/13;29,5;16,9
10/06/13;28,9;17,7
11/06/13;29,2;17,4
12/06/13;31,2;16,0
13/06/13;30,0;16,5
14/06/13;29,1;15,1
15/06/13;29,0;17,2
16/06/13;27,4;17,5
17/06/13;28,0;17,2
18/06/13;30,5;16,9
19/06/13;29,3;16,9
20/06/13;30,5;16,8
21/06/13;28,4;16,6
22/06/13;27,4;16,2
23/06/13;28,2;15,9
24/06/13;28,2;15,2
25/06/13;28,3;16,2
26/06/13;27,5;15,2
27/06/13;28,1;16,0
28/06/13;27,5;16,0
29/06/13;27,8;15,6
30/06/13;27,4;15,1
01/07/13;26,5;14,5
02/07/13;26,8;14,6
03/07/13;28,0;15,8
04/07/13;30,5;16,5
05/07/13;30,9;16,5
06/07/13;27,7;15,4
07/07/13;28,0;14,6
08/07/13;27,0;14,5
09/07/13;27,8;13,1
10/07/13;28,8;13,0
11/07/13;30,0;14,0
12/07/13;29,4;15,8
13/07/13;29,0;15,4
14/07/13;28,2;15,2
15/07/13;27,6;15,1
16/07/13;28,5;13,6
17/07/13;31,0;14,6
18/07/13;31,9;14,3
19/07/13;32,0;14,2
20/07/13;30,8;16,4
21/07/13;30,8;16,5
22/07/13;30,6;16,3
23/07/13;31,8;16,1
24/07/13;31,3;16,0
25/07/13;31,4;15,6
26/07/13;30,3;15,4
27/07/13;30,3;15,2
28/07/13;30,5;13,9
29/07/13;29,5;14,3
30/07/13;27,8;14,8
31/07/13;27,9;14,6
01/08/13;27,2;15,1
02/08/13;26,4;15,1
03/08/13;26,9;15,0
04/08/13;28,1;14,9
05/08/13;29,8;15,4
06/08/13;29,5;15,9
07/08/13;27,7;16,1
08/08/13;30,1;15,8
09/08/13;27,5;15,1
10/08/13;29,8;13,7
11/08/13;28,5;15,5
12/08/13;27,1;15,9
13/08/13;26,6;15,8
14/08/13;25,5;15,9
15/08/13;28,2;15,9
16/08/13;28,5;16,2
17/08/13;28,5;16,0
18/08/13;27,5;15,6
19/08/13;27,6;15,8
20/08/13;27,1;15,5
21/08/13;27,0;14,9
22/08/13;27,2;14,9
23/08/13;28,5;15,6
24/08/13;29,5;16,2
25/08/13;30,1;16,5
26/08/13;29,7;16,0
27/08/13;29,4;17,0
28/08/13;30,1;16,5
29/08/13;30,4;16,2
30/08/13;28,2;17,0
31/08/13;28,0;17,0
01/09/13;26,9;16,9
02/09/13;28,9;16,9
03/09/13;29,2;17,1
04/09/13;30,1;17,4
05/09/13;31,1;17,6
06/09/13;29,4;17,4
07/09/13;30,4;17,5
08/09/13;31,5;17,6
09/09/13;32,0;17,8
10/09/13;31,0;18,1
11/09/13;30,2;18,0
12/09/13;30,5;18,5
13/09/13;32,0;18,5
14/09/13;30,5;18,2
15/09/13;29,5;17,4
16/09/13;28,6;17,0
17/09/13;29,9;17,6
18/09/13;30,4;17,5
19/09/13;29,7;16,4
20/09/13;31,1;15,9
21/09/13;31,1;15,4
22/09/13;31,4;17,0
23/09/13;31,4;16,6
24/09/13;29,8;17,7
25/09/13;29,1;17,9
26/09/13;27,0;17,9
27/09/13;31,0;17,7
28/09/13;31,0;17,9
29/09/13;30,5;17,9
30/09/13;30,9;17,5
01/10/13;31,2;17,1
02/10/13;31,8;17,5
03/10/13;32,8;17,1
04/10/13;32,0;17,6
05/10/13;32,3;17,2
06/10/13;31,5;18,0
07/10/13;31,6;18,1
08/10/13;30,7;18,2
09/10/13;30,6;17,8
10/10/13;30,6;17,6
11/10/13;30,1;18,0
12/10/13;30,5;18,1
13/10/13;31,0;18,4
14/10/13;27,8;18,0
15/10/13;31,0;17,0
16/10/13;30,8;18,1
17/10/13;31,1;17,5
18/10/13;30,7;17,9
19/10/13;31,8;18,0
20/10/13;31,5;18,1
21/10/13;27,5;18,1
22/10/13;30,9;18,7
23/10/13;27,0;19,1
24/10/13;27,1;18,4
25/10/13;26,2;18,2
26/10/13;27,1;19,1
27/10/13;29,7;19,0
28/10/13;28,2;18,5
29/10/13;30,4;18,8
30/10/13;30,1;18,4
31/10/13;29,8;18,9
01/11/13;29,0;18,0
02/11/13;28,4;19,7
03/11/13;26,8;18,8
04/11/13;29,9;18,5
05/11/13;31,2;18,5
06/11/13;31,3;19,5
07/11/13;29,6;18,8
08/11/13;28,9;18,5
09/11/13;31,0;18,6
10/11/13;30,2;17,8
11/11/13;28,9;18,3
12/11/13;28,0;17,7
13/11/13;27,2;19,1
14/11/13;26,4;18,2
15/11/13;27,4;17,8
16/11/13;27,5;18,2
17/11/13;27,6;18,8
18/11/13;29,6;18,8
19/11/13;29,6;18,1
20/11/13;31,0;17,4
21/11/13;26,2;17,6
22/11/13;27,0;18,8
23/11/13;26,2;18,2
24/11/13;28,0;17,5
25/11/13;29,5;17,8
26/11/13;29,8;18,8
27/11/13;28,9;18,2
28/11/13;29,2;18,9
29/11/13;29,6;18,4
30/11/13;29,9;18,7
01/12/13;29,6;18,8
02/12/13;28,6;19,0
03/12/13;29,4;19,4
04/12/13;27,2;19,4
05/12/13;26,1;19,6
06/12/13;28,1;19,6
07/12/13;27,6;19,6
08/12/13;28,0;20,0
09/12/13;28,1;19,6
10/12/13;26,9;19,6
11/12/13;29,1;18,0
12/12/13;28,9;19,0
13/12/13;23,6;19,4
14/12/13;26,6;19,1
15/12/13;28,8;18,4
16/12/13;28,1;18,4
17/12/13;27,5;18,8
18/12/13;28,2;18,6
19/12/13;29,6;19,0
20/12/13;30,2;18,9
21/12/13;26,5;19,5
22/12/13;29,1;19,0
23/12/13;26,5;19,4
24/12/13;27,6;19,6
25/12/13;29,2;19,2
26/12/13;30,9;18,5
27/12/13;27,2;20,0
28/12/13;27,2;19,2
29/12/13;28,0;18,4
30/12/13;28,0;18,2
31/12/13;25,6;18,4
01/01/14;27,9;17,2
02/01/14;28,9;18,0
03/01/14;30,9;18,4
04/01/14;25,8;18,7
05/01/14;26,2;18,8
06/01/14;24,9;18,1
07/01/14;27,5;17,0
08/01/14;30,3;16,4
09/01/14;30,0;16,8
10/01/14;29,6;18,4
11/01/14;28,8;18,0
12/01/14;31,5;17,9
13/01/14;29,2;18,6
14/01/14;28,8;18,6
15/01/14;29,1;18,9
16/01/14;28,2;17,2
17/01/14;29,4;17,5
18/01/14;31,1;17,6
19/01/14;32,1;17,4
20/01/14;31,9;18,8
21/01/14;29,8;18,2
22/01/14;27,3;18,2
23/01/14;29,0;17,9
24/01/14;30,6;17,2
25/01/14;30,5;18,0
26/01/14;30,6;19,1
27/01/14;30,0;19,0
28/01/14;29,1;18,1
29/01/14;26,3;18,1
30/01/14;29,4;18,8
31/01/14;27,5;18,1
01/02/14;28,9;17,8
02/02/14;29,0;18,0
03/02/14;28,3;18,6
04/02/14;29,0;19,1
05/02/14;25,4;18,6
06/02/14;27,2;18,3
07/02/14;28,6;18,4
08/02/14;28,5;17,0
09/02/14;29,6;19,2
10/02/14;29,1;19,3
11/02/14;31,0;18,6
12/02/14;27,5;19,0
13/02/14;28,3;18,7
14/02/14;28,4;17,2
15/02/14;30,1;18,8
16/02/14;29,8;19,8
17/02/14;29,1;19,0
18/02/14;28,5;18,5
19/02/14;27,9;19,0
20/02/14;26,4;18,6
21/02/14;26,2;18,2
22/02/14;27,0;17,6
23/02/14;27,8;18,3
24/02/14;29,2;18,5
25/02/14;27,4;19,1
26/02/14;24,4;18,6
27/02/14;26,0;17,3
28/02/14;29,6;16,7
01/03/14;29,9;18,8
02/03/14;31,2;17,6
03/03/14;29,7;19,4
04/03/14;28,6;18,5
05/03/14;29,1;19,7
06/03/14;28,1;19,0
07/03/14;28,4;19,1
08/03/14;28,5;19,0
09/03/14;28,0;18,9
10/03/14;28,8;18,2
11/03/14;27,0;19,3
12/03/14;27,0;19,9
13/03/14;27,0;18,1
14/03/14;27,0;18,0
15/03/14;27,8;18,0
16/03/14;28,1;15,5
17/03/14;28,8;17,2
18/03/14;27,6;18,0
19/03/14;28,5;18,2
20/03/14;29,7;15,4
21/03/14;29,1;17,2
22/03/14;30,7;17,3
23/03/14;31,2;18,1
24/03/14;27,2;18,9
25/03/14;26,9;18,9
26/03/14;27,5;18,9
27/03/14;29,8;18,2
28/03/14;30,0;18,4
29/03/14;28,3;18,8
30/03/14;27,3;19,4
31/03/14;26,3;18,7
01/04/14;26,1;18,8
02/04/14;27,8;18,8
03/04/14;28,0;18,4
04/04/14;27,5;19,4
05/04/14;26,5;19,1
06/04/14;27,4;18,3
07/04/14;27,8;18,0
08/04/14;28,5;17,6
09/04/14;29,7;16,5
10/04/14;29,1;16,1
11/04/14;28,3;17,3
12/04/14;27,8;18,1
13/04/14;27,8;19,5
14/04/14;27,4;19,5
15/04/14;28,0;19,0
16/04/14;26,9;18,4
17/04/14;27,4;18,5
18/04/14;27,6;17,5
19/04/14;27,8;18,1
20/04/14;27,6;18,8
21/04/14;27,7;17,8
22/04/14;28,2;19,0
23/04/14;28,8;18,5
24/04/14;26,8;19,3
25/04/14;27,6;19,5
26/04/14;25,8;19,0
27/04/14;27,8;18,4
28/04/14;28,7;17,8
29/04/14;28,1;17,1
30/04/14;28,3;17,8
01/05/14;29,5;18,5
02/05/14;27,5;19,0
03/05/14;28,3;18,7
04/05/14;27,1;19,5
05/05/14;27,5;18,1
06/05/14;27,8;18,5
07/05/14;26,9;18,9
08/05/14;28,5;18,9
09/05/14;27,9;19,6
10/05/14;27,0;19,5
11/05/14;26,9;19,4
12/05/14;26,6;19,2
13/05/14;28,0;19,2
14/05/14;28,0;17,6
15/05/14;27,5;19,2
16/05/14;26,9;19,2
17/05/14;27,5;18,3
18/05/14;26,9;18,6
19/05/14;28,4;18,4
20/05/14;29,9;19,4
21/05/14;29,0;20,1
22/05/14;27,7;19,5
23/05/14;27,5;19,5
24/05/14;28,7;17,0
25/05/14;28,0;17,4
26/05/14;28,0;17,7
27/05/14;27,5;17,5
28/05/14;28,0;17,4
29/05/14;27,8;17,3
30/05/14;27,8;17,3
31/05/14;27,7;17,2
01/06/14;27,5;16,7
02/06/14;26,7;17,6
03/06/14;28,0;17,6
04/06/14;26,4;17,6
05/06/14;27,2;17,5
06/06/14;27,5;17,3
07/06/14;27,3;17,1
08/06/14;28,4;17,4
09/06/14;28,9;18,0
10/06/14;29,1;18,3
11/06/14;27,4;18,6
12/06/14;27,9;16,8
13/06/14;28,0;17,8
14/06/14;26,2;18,2
15/06/14;26,9;16,5
16/06/14;28,0;16,4
17/06/14;26,8;16,4
18/06/14;26,0;15,5
19/06/14;28,8;15,3
20/06/14;31,2;16,6
21/06/14;30,4;16,3
22/06/14;30,3;13,4
23/06/14;31,5;15,3
24/06/14;31,5;15,8
25/06/14;30,6;14,1
26/06/14;31,1;12,6
27/06/14;30,5;13,9
28/06/14;30,1;15,1
29/06/14;30,9;12,4
30/06/14;31,8;12,7
01/07/14;32,3;13,4
02/07/14;33,0;13,6
03/07/14;31,2;16,1
04/07/14;28,1;14,9
05/07/14;28,1;14,9
06/07/14;29,1;15,6
07/07/14;29,1;15,6
08/07/14;27,6;15,2
09/07/14;30,2;13,6
10/07/14;31,0;14,6
11/07/14;30,8;14,0
12/07/14;29,5;15,6
13/07/14;28,6;14,8
14/07/14;26,4;15,4
15/07/14;26,0;14,2
16/07/14;28,0;13,9
17/07/14;28,0;13,7
18/07/14;27,6;13,9
19/07/14;28,4;14,2
20/07/14;30,6;14,8
21/07/14;31,9;15,1
22/07/14;31,4;15,2
23/07/14;29,5;14,9
24/07/14;28,2;14,4
25/07/14;28,2;14,5
26/07/14;27,1;14,4
27/07/14;28,1;12,6
28/07/14;27,8;14,5
29/07/14;27,7;14,8
30/07/14;27,0;15,0
31/07/14;26,3;14,9
01/08/14;27,5;15,1
02/08/14;26,7;15,5
03/08/14;28,0;14,7
04/08/14;27,2;14,9
05/08/14;26,5;15,1
06/08/14;27,5;14,5
07/08/14;27,4;15,2
08/08/14;28,4;14,1
09/08/14;27,3;15,1
10/08/14;27,1;14,9
11/08/14;28,4;14,6
12/08/14;29,1;14,4
13/08/14;29,0;15,1
14/08/14;30,6;14,6
15/08/14;29,9;14,4
16/08/14;30,3;15,1
17/08/14;29,1;14,6
18/08/14;27,2;14,8
19/08/14;27,1;14,6
20/08/14;28,5;13,9
21/08/14;28,1;15,2
22/08/14;26,5;14,1
23/08/14;25,6;14,1
24/08/14;26,9;14,4
25/08/14;27,6;15,4
26/08/14;27,0;15,4
27/08/14;27,3;15,6
28/08/14;24,9;15,4
29/08/14;26,8;15,2
30/08/14;27,1;15,9
31/08/14;27,3;16,0
01/09/14;29,2;16,5
02/09/14;27,3;16,8
03/09/14;29,4;17,2
04/09/14;29,2;16,8
05/09/14;29,5;16,9
06/09/14;28,8;17,3
07/09/14;28,5;16,8
08/09/14;28,9;16,7
09/09/14;29,8;17,0
10/09/14;29,0;16,6
11/09/14;27,9;16,9
12/09/14;27,1;16,2
13/09/14;30,9;16,4
14/09/14;30,9;17,6
15/09/14;30,9;17,6
16/09/14;29,5;17,6
17/09/14;28,9;18,0
18/09/14;31,9;18,1
19/09/14;30,5;18,1
20/09/14;31,6;18,9
21/09/14;28,1;18,2
22/09/14;29,1;18,8
23/09/14;28,3;18,8
24/09/14;29,2;18,5
25/09/14;28,0;18,0
26/09/14;29,3;17,2
27/09/14;31,1;17,6
28/09/14;31,5;18,0
29/09/14;32,0;17,5
30/09/14;30,5;17,8
01/10/14;28,2;18,6
02/10/14;29,5;18,8
03/10/14;31,1;18,9
04/10/14;32,8;17,7
05/10/14;30,5;17,2
06/10/14;30,5;18,5
07/10/14;31,1;18,2
08/10/14;31,2;17,8
09/10/14;31,9;17,6
10/10/14;32,2;18,3
11/10/14;30,9;18,4
12/10/14;28,7;18,5
13/10/14;28,8;18,3
14/10/14;29,2;18,0
15/10/14;29,5;18,0
16/10/14;31,0;17,9
17/10/14;32,5;18,3
18/10/14;31,1;18,9
19/10/14;30,7;18,8
20/10/14;29,9;19,5
21/10/14;32,3;19,0
22/10/14;31,6;19,3
23/10/14;30,3;19,1
24/10/14;32,8;19,6
25/10/14;31,6;19,6
26/10/14;31,0;19,3
27/10/14;31,5;19,4
28/10/14;28,1;18,6
29/10/14;28,4;18,8
30/10/14;28,8;19,0
31/10/14;29,9;19,1
01/11/14;27,6;19,5
02/11/14;31,4;19,5
03/11/14;30,3;19,9
04/11/14;28,5;19,9
05/11/14;26,9;19,5
06/11/14;28,2;19,3
07/11/14;26,9;19,5
08/11/14;28,0;19,5
09/11/14;28,8;19,3
10/11/14;25,2;19,4
11/11/14;26,1;19,2
12/11/14;27,5;18,4
13/11/14;28,1;19,6
14/11/14;27,7;19,6
15/11/14;26,1;19,3
16/11/14;23,5;18,9
17/11/14;26,0;18,7
18/11/14;27,2;18,8
19/11/14;29,0;18,5
20/11/14;29,5;19,2
21/11/14;30,1;18,6
22/11/14;27,5;18,8
23/11/14;27,3;17,9
24/11/14;27,6;17,5
25/11/14;30,2;18,8
26/11/14;30,4;17,6
27/11/14;28,2;19,5
28/11/14;27,9;19,0
29/11/14;28,0;18,9
30/11/14;27,9;19,0
01/12/14;29,4;19,0
02/12/14;25,8;19,0
03/12/14;27,6;19,3
04/12/14;27,6;18,1
05/12/14;27,6;17,5
06/12/14;28,9;18,4
07/12/14;28,5;17,3
08/12/14;27,9;19,3
09/12/14;27,0;18,9
10/12/14;30,5;17,1
11/12/14;29,9;18,1
12/12/14;29,9;17,9
13/12/14;27,2;18,7
14/12/14;30,7;19,2
15/12/14;29,4;18,6
16/12/14;28,3;19,4
17/12/14;28,0;18,8
18/12/14;26,9;17,5
19/12/14;27,4;17,3
20/12/14;26,2;17,8
21/12/14;27,0;17,6
22/12/14;28,5;18,0
23/12/14;26,3;18,4
24/12/14;28,5;18,0
25/12/14;31,0;16,6
26/12/14;31,2;16,9
27/12/14;31,6;16,4
28/12/14;31,0;17,1
29/12/14;27,0;19,1
30/12/14;30,9;18,7
31/12/14;29,5;19,5
01/01/15;29,4;18,7
02/01/15;28,8;18,9
03/01/15;29,5;18,8
04/01/15;28,4;19,0
05/01/15;29,1;17,6
06/01/15;30,1;18,2
07/01/15;31,1;19,1
08/01/15;30,7;19,9
09/01/15;31,9;19,9
10/01/15;31,6;19,4
11/01/15;29,1;20,0
12/01/15;28,6;19,1
13/01/15;30,5;19,6
14/01/15;30,7;19,4
15/01/15;29,8;19,8
16/01/15;28,9;18,4
17/01/15;25,6;18,5
18/01/15;26,8;19,0
19/01/15;27,0;18,9
20/01/15;26,3;18,5
21/01/15;27,7;18,3
22/01/15;29,1;18,9
23/01/15;22,4;18,6
24/01/15;23,1;17,8
25/01/15;26,6;17,9
26/01/15;28,7;18,0
27/01/15;26,7;18,1
28/01/15;28,0;18,2
29/01/15;26,7;19,0
30/01/15;26,6;19,1
31/01/15;26,6;18,8
01/02/15;28,4;18,6
02/02/15;28,0;18,9
03/02/15;27,8;18,8
04/02/15;27,2;18,2
05/02/15;26,4;18,0
06/02/15;26,7;17,9
07/02/15;27,1;18,9
08/02/15;27,4;18,7
09/02/15;25,5;18,5
10/02/15;26,0;18,0
11/02/15;26,6;17,4
12/02/15;28,1;17,5
13/02/15;28,5;19,3
14/02/15;27,5;18,8
15/02/15;27,0;19,1
16/02/15;26,0;19,6
17/02/15;27,2;19,5
18/02/15;26,8;19,2
19/02/15;28,6;19,5
20/02/15;27,8;18,9
21/02/15;28,0;18,0
22/02/15;28,5;18,9
23/02/15;28,1;19,0
24/02/15;29,4;19,3
25/02/15;29,8;18,9
26/02/15;28,3;19,0
27/02/15;28,9;18,9
28/02/15;28,8;18,4
01/03/15;30,5;16,6
02/03/15;31,5;18,5
03/03/15;31,0;20,2
04/03/15;31,2;19,5
05/03/15;31,3;19,3
06/03/15;31,7;19,5
07/03/15;31,4;20,0
08/03/15;30,6;19,5
09/03/15;26,0;19,8
10/03/15;26,6;19,7
11/03/15;26,8;18,6
12/03/15;28,2;16,8
13/03/15;29,4;16,5
14/03/15;30,4;18,2
15/03/15;30,5;17,9
16/03/15;30,4;20,0
17/03/15;32,0;19,6
18/03/15;29,5;20,0
19/03/15;27,6;19,6
20/03/15;27,8;18,9
21/03/15;28,4;19,1
22/03/15;27,1;19,0
23/03/15;26,0;19,2
24/03/15;29,1;18,0
25/03/15;29,5;18,5
26/03/15;29,0;18,5
27/03/15;28,2;19,0
28/03/15;28,6;19,4
29/03/15;28,3;19,6
30/03/15;27,0;19,7
31/03/15;26,2;18,5
01/04/15;27,0;17,4
02/04/15;29,1;17,5
03/04/15;29,0;18,0
04/04/15;29,5;16,1
05/04/15;29,4;16,7
06/04/15;30,5;16,6
07/04/15;31,1;17,6
08/04/15;29,2;19,2
09/04/15;28,0;18,9
10/04/15;26,0;18,5
11/04/15;26,5;18,5
12/04/15;29,5;18,3
13/04/15;26,5;19,2
14/04/15;28,4;19,2
15/04/15;28,5;19,1
16/04/15;29,1;18,7
17/04/15;27,8;18,5
18/04/15;27,8;18,3
19/04/15;26,5;18,8
20/04/15;25,1;18,0
21/04/15;25,8;17,9
22/04/15;26,6;17,8
23/04/15;26,7;17,6
24/04/15;27,6;17,4
25/04/15;28,7;17,8
26/04/15;27,8;17,2
27/04/15;28,5;18,3
28/04/15;27,5;19,2
29/04/15;27,9;17,0
30/04/15;28,9;17,2
01/05/15;30,4;18,5
02/05/15;29,5;18,2
03/05/15;27,8;18,2
04/05/15;27,8;18,4
05/05/15;27,3;17,5
06/05/15;28,5;18,1
07/05/15;29,6;17,9
08/05/15;31,2;18,0
09/05/15;29,1;19,7
10/05/15;29,8;19,7
11/05/15;29,9;20,1
12/05/15;30,1;19,0
13/05/15;27,8;19,0
14/05/15;25,8;19,8
15/05/15;27,2;19,6
16/05/15;29,1;18,8
17/05/15;28,1;19,2
18/05/15;29,2;19,6
19/05/15;28,3;19,8
20/05/15;27,6;19,4
21/05/15;27,6;19,1
22/05/15;28,1;18,5
23/05/15;28,4;18,1
24/05/15;28,5;18,6
25/05/15;27,1;18,6
26/05/15;28,6;17,4
27/05/15;28,0;17,9
28/05/15;27,0;17,6
29/05/15;28,6;16,6
30/05/15;30,8;15,6
31/05/15;31,1;14,6
01/06/15;30,5;15,0
02/06/15;30,1;16,0
03/06/15;29,8;15,1
04/06/15;29,9;14,9
05/06/15;28,0;16,5
06/06/15;29,1;15,8
07/06/15;28,5;15,5
