periodo_tempo;temperatura_max;temperatura_min
08/06/15;27,8;16,5
09/06/15;28,6;16,3
10/06/15;28,7;16,7
11/06/15;28,8;16,0
12/06/15;30,7;15,6
13/06/15;30,9;14,1
14/06/15;29,5;15,7
15/06/15;28,6;15,0
16/06/15;26,2;15,9
17/06/15;25,2;15,3
18/06/15;31,4;15,2
19/06/15;31,1;16,5
20/06/15;30,0;16,4
21/06/15;29,2;16,2
22/06/15;31,8;14,6
23/06/15;32,4;13,9
24/06/15;31,8;14,4
25/06/15;31,6;14,8
26/06/15;32,0;14,6
27/06/15;31,1;15,3
28/06/15;30,0;15,4
29/06/15;30,0;15,1
30/06/15;31,4;14,1
01/07/15;31,2;13,2
02/07/15;31,9;13,2
03/07/15;31,5;13,4
04/07/15;31,2;13,2
05/07/15;31,6;13,3
06/07/15;31,0;14,5
07/07/15;30,4;14,7
08/07/15;30,9;14,4
09/07/15;30,5;15,2
10/07/15;29,5;15,8
11/07/15;27,6;16,3
12/07/15;26,4;14,8
13/07/15;28,5;14,6
14/07/15;28,2;15,5
15/07/15;29,4;14,9
16/07/15;29,0;15,8
17/07/15;28,1;15,5
18/07/15;26,5;14,1
19/07/15;26,6;12,6
20/07/15;26,2;13,1
21/07/15;29,6;11,9
22/07/15;30,9;13,0
23/07/15;31,0;14,4
24/07/15;34,2;13,3
25/07/15;32,5;14,6
26/07/15;32,5;13,9
27/07/15;31,8;14,9
28/07/15;28,7;15,8
29/07/15;27,1;15,7
30/07/15;27,5;15,3
31/07/15;28,4;14,6
01/08/15;30,1;15,7
02/08/15;30,2;16,6
03/08/15;29,8;15,9
04/08/15;28,5;15,1
05/08/15;26,6;14,9
06/08/15;26,6;14,6
07/08/15;26,2;15,0
08/08/15;27,0;13,4
09/08/15;29,5;14,8
10/08/15;29,5;15,1
11/08/15;29,4;15,6
12/08/15;28,9;15,1
13/08/15;29,1;15,1
14/08/15;29,0;15,3
15/08/15;28,6;16,2
16/08/15;27,7;16,5
17/08/15;27,5;16,9
18/08/15;27,9;16,8
19/08/15;29,3;15,6
20/08/15;28,8;16,9
21/08/15;29,0;16,5
22/08/15;27,1;15,7
23/08/15;26,4;15,4
24/08/15;27,5;15,4
25/08/15;28,2;16,2
26/08/15;29,6;16,7
27/08/15;33,6;16,0
28/08/15;33,5;15,7
29/08/15;31,0;16,1
30/08/15;29,0;15,2
31/08/15;28,4;16,0
01/09/15;29,2;15,3
02/09/15;29,0;15,4
03/09/15;29,7;15,4
04/09/15;28,8;15,4
05/09/15;30,3;15,6
06/09/15;28,2;15,6
07/09/15;28,8;15,7
08/09/15;31,0;16,1
09/09/15;30,6;16,5
10/09/15;30,8;17,5
11/09/15;31,0;17,9
12/09/15;28,8;18,0
13/09/15;29,6;17,4
14/09/15;29,1;17,7
15/09/15;30,5;17,7
16/09/15;30,6;17,4
17/09/15;27,6;17,8
18/09/15;28,6;17,2
19/09/15;29,0;17,9
20/09/15;30,5;17,7
21/09/15;31,1;17,6
22/09/15;32,3;17,5
23/09/15;30,7;17,6
24/09/15;30,7;18,0
25/09/15;30,5;17,8
26/09/15;31,5;18,2
27/09/15;30,1;18,0
28/09/15;31,5;17,6
29/09/15;31,0;17,9
30/09/15;29,3;17,9
01/10/15;31,7;17,6
02/10/15;30,1;17,4
03/10/15;30,5;18,5
04/10/15;29,5;18,6
05/10/15;27,1;18,3
06/10/15;30,1;18,6
07/10/15;32,2;18,5
08/10/15;29,5;18,5
09/10/15;28,3;19,0
10/10/15;30,3;18,0
11/10/15;30,4;18,5
12/10/15;30,1;18,2
13/10/15;24,4;18,9
14/10/15;25,1;18,5
15/10/15;27,5;19,1
16/10/15;28,5;19,0
17/10/15;29,2;19,2
18/10/15;30,9;19,1
19/10/15;28,5;19,1
20/10/15;29,2;18,6
21/10/15;26,0;19,0
22/10/15;26,9;18,4
23/10/15;25,5;19,5
24/10/15;29,4;19,5
25/10/15;27,6;19,3
26/10/15;26,3;19,1
27/10/15;27,4;19,0
28/10/15;27,2;18,6
29/10/15;25,4;19,0
30/10/15;28,1;19,0
31/10/15;24,6;18,5
01/11/15;28,6;18,2
02/11/15;29,2;19,8
03/11/15;28,5;18,6
04/11/15;29,9;19,2
05/11/15;26,0;19,3
06/11/15;26,9;19,0
07/11/15;26,8;19,2
08/11/15;26,8;19,4
09/11/15;28,0;19,0
10/11/15;27,4;19,5
11/11/15;25,5;19,8
12/11/15;27,6;19,6
13/11/15;27,6;19,6
14/11/15;27,4;19,1
15/11/15;25,5;19,4
16/11/15;22,2;18,9
17/11/15;25,5;18,8
18/11/15;25,2;19,0
19/11/15;25,4;19,4
20/11/15;22,6;19,2
21/11/15;25,8;18,8
22/11/15;28,0;18,6
23/11/15;26,5;19,1
24/11/15;24,0;19,0
25/11/15;23,2;18,9
26/11/15;24,4;17,5
27/11/15;27,2;17,4
28/11/15;27,0;19,0
29/11/15;27,3;18,5
30/11/15;26,3;19,0
01/12/15;26,9;19,0
02/12/15;25,5;19,0
03/12/15;22,8;18,6
04/12/15;25,2;18,7
05/12/15;27,6;18,6
06/12/15;28,5;19,0
07/12/15;28,2;18,9
08/12/15;27,6;18,9
09/12/15;26,5;19,2
10/12/15;25,8;18,4
11/12/15;26,9;18,1
12/12/15;25,9;17,9
13/12/15;26,0;19,6
14/12/15;26,7;19,2
15/12/15;26,8;17,6
16/12/15;27,5;17,5
17/12/15;27,9;17,1
18/12/15;25,7;19,0
19/12/15;27,3;19,2
20/12/15;28,3;19,0
21/12/15;26,2;19,6
22/12/15;24,6;19,5
23/12/15;24,2;19,5
24/12/15;27,2;19,7
25/12/15;26,3;18,5
26/12/15;26,6;18,1
27/12/15;28,6;17,9
28/12/15;28,0;18,2
29/12/15;26,3;18,2
30/12/15;26,2;18,9
31/12/15;26,0;19,0
01/01/16;26,0;19,0
02/01/16;27,1;19,5
03/01/16;26,0;19,0
04/01/16;27,1;19,2
05/01/16;26,6;19,5
06/01/16;26,5;19,1
07/01/16;27,0;19,5
08/01/16;25,4;19,2
09/01/16;26,5;19,4
10/01/16;26,5;19,0
11/01/16;27,0;19,1
12/01/16;27,6;18,2
13/01/16;28,5;18,3
14/01/16;27,5;18,8
15/01/16;27,5;18,5
16/01/16;27,8;17,8
17/01/16;28,1;15,9
18/01/16;27,8;18,4
19/01/16;28,4;18,5
20/01/16;28,8;18,1
21/01/16;29,7;18,0
22/01/16;28,9;19,0
23/01/16;27,6;18,6
24/01/16;26,2;18,1
25/01/16;23,8;19,1
26/01/16;27,5;18,8
27/01/16;27,5;18,7
28/01/16;27,8;18,6
29/01/16;26,0;19,0
30/01/16;26,4;19,0
31/01/16;26,1;17,6
01/02/16;28,1;17,5
02/02/16;29,4;18,0
03/02/16;27,0;17,8
04/02/16;26,3;18,6
05/02/16;27,3;19,0
06/02/16;29,4;18,7
07/02/16;29,6;19,3
08/02/16;28,1;19,0
09/02/16;29,0;18,6
10/02/16;24,9;19,5
11/02/16;29,5;19,4
12/02/16;30,0;19,0
13/02/16;26,0;20,2
14/02/16;25,8;19,4
15/02/16;27,6;18,5
16/02/16;25,9;18,2
17/02/16;26,2;18,1
18/02/16;27,2;18,0
19/02/16;27,5;17,9
20/02/16;29,1;18,0
21/02/16;29,4;17,6
22/02/16;27,0;19,5
23/02/16;27,9;19,0
24/02/16;28,0;18,0
25/02/16;28,4;17,7
26/02/16;27,8;17,0
27/02/16;28,3;16,5
28/02/16;28,5;17,9
29/02/16;30,0;16,8
01/03/16;29,8;18,0
02/03/16;30,1;18,8
03/03/16;30,0;19,4
04/03/16;30,8;19,1
05/03/16;29,0;20,0
06/03/16;29,9;20,0
07/03/16;30,1;19,8
08/03/16;27,5;19,9
09/03/16;29,5;19,6
10/03/16;29,6;19,4
11/03/16;30,0;19,2
12/03/16;29,5;18,4
13/03/16;29,6;19,1
14/03/16;29,2;18,0
15/03/16;29,7;19,3
16/03/16;31,3;18,2
17/03/16;30,6;19,6
18/03/16;30,0;19,0
19/03/16;29,4;18,9
20/03/16;29,9;18,4
21/03/16;30,9;17,8
22/03/16;32,6;18,0
23/03/16;32,2;19,7
24/03/16;31,4;20,6
25/03/16;28,4;20,0
26/03/16;27,5;18,5
27/03/16;30,2;16,8
28/03/16;25,1;19,0
29/03/16;29,6;19,0
30/03/16;28,2;18,5
31/03/16;26,0;19,0
01/04/16;28,3;17,9
02/04/16;28,4;17,0
03/04/16;28,1;19,5
04/04/16;29,8;18,5
05/04/16;27,0;19,0
06/04/16;28,3;17,7
07/04/16;27,1;18,9
08/04/16;29,1;18,2
09/04/16;28,1;19,5
10/04/16;28,0;19,9
11/04/16;28,5;19,2
12/04/16;30,9;18,8
13/04/16;27,1;20,0
14/04/16;27,8;19,0
15/04/16;29,5;18,6
16/04/16;28,5;19,8
17/04/16;27,6;19,2
18/04/16;29,4;19,0
19/04/16;28,8;18,6
20/04/16;27,0;18,6
21/04/16;26,2;19,1
22/04/16;28,2;18,8
23/04/16;28,9;18,9
24/04/16;30,0;19,3
25/04/16;29,1;19,5
26/04/16;27,9;19,5
27/04/16;28,1;19,3
28/04/16;27,6;18,9
29/04/16;30,5;17,9
30/04/16;28,6;20,6
01/05/16;24,6;19,3
02/05/16;22,6;18,4
03/05/16;24,0;18,4
04/05/16;25,0;18,0
05/05/16;27,1;17,0
06/05/16;29,2;18,0
07/05/16;28,0;18,5
08/05/16;28,2;19,4
09/05/16;29,4;19,0
10/05/16;30,0;19,9
11/05/16;30,8;16,9
12/05/16;30,5;16,6
13/05/16;30,3;17,8
14/05/16;29,4;18,3
15/05/16;29,4;18,1
16/05/16;28,7;19,0
17/05/16;29,0;18,2
18/05/16;28,6;19,4
19/05/16;29,7;17,2
20/05/16;30,0;18,5
21/05/16;30,6;18,6
22/05/16;29,1;19,2
23/05/16;29,7;17,5
24/05/16;29,2;16,9
25/05/16;29,1;19,0
26/05/16;27,1;18,0
27/05/16;27,5;17,6
28/05/16;26,7;16,9
29/05/16;27,0;17,2
30/05/16;28,0;16,8
31/05/16;28,5;17,5
01/06/16;29,4;18,2
02/06/16;29,5;18,6
03/06/16;29,1;18,2
04/06/16;29,1;17,2
05/06/16;30,3;17,2
06/06/16;29,9;18,0
07/06/16;29,9;17,2
08/06/16;29,8;16,6
09/06/16;29,5;17,0
10/06/16;29,9;15,3
11/06/16;29,5;15,2
12/06/16;30,0;16,9
13/06/16;31,4;17,1
14/06/16;31,5;17,0
15/06/16;31,1;16,5
16/06/16;29,2;17,3
17/06/16;30,8;14,9
18/06/16;31,6;15,6
19/06/16;32,2;13,8
20/06/16;30,8;15,7
21/06/16;30,5;15,3
22/06/16;30,3;15,6
23/06/16;30,1;14,3
24/06/16;30,1;13,6
25/06/16;32,2;13,6
26/06/16;31,5;13,9
27/06/16;28,3;14,8
28/06/16;29,1;14,1
29/06/16;29,8;15,2
30/06/16;29,0;14,9
01/07/16;30,1;14,2
02/07/16;31,8;14,6
03/07/16;32,0;15,6
04/07/16;30,4;14,9
05/07/16;29,4;15,4
06/07/16;31,0;14,4
07/07/16;30,7;15,4
08/07/16;31,6;14,1
09/07/16;30,6;14,6
10/07/16;29,5;15,8
11/07/16;30,2;14,6
12/07/16;30,4;14,9
13/07/16;29,4;15,2
14/07/16;29,2;14,7
15/07/16;29,4;14,2
16/07/16;29,2;13,6
17/07/16;27,6;14,5
18/07/16;28,2;14,3
19/07/16;28,4;13,6
20/07/16;28,7;15,1
21/07/16;30,5;15,3
22/07/16;29,8;15,8
23/07/16;30,4;15,1
24/07/16;29,7;16,0
25/07/16;30,5;15,8
26/07/16;30,4;14,9
27/07/16;28,2;13,9
28/07/16;27,5;13,4
29/07/16;28,5;13,9
30/07/16;26,7;14,1
31/07/16;26,9;13,5
01/08/16;26,1;13,2
02/08/16;26,9;12,8
03/08/16;29,4;13,3
04/08/16;32,1;13,8
05/08/16;32,8;14,2
06/08/16;31,5;13,1
07/08/16;29,2;14,1
08/08/16;28,4;13,0
09/08/16;26,9;13,9
10/08/16;28,0;13,9
11/08/16;27,5;13,9
12/08/16;27,0;14,0
13/08/16;29,0;14,6
14/08/16;28,5;15,6
15/08/16;30,2;15,2
16/08/16;29,2;15,8
17/08/16;27,0;15,8
18/08/16;26,1;15,9
19/08/16;28,2;16,1
20/08/16;29,0;16,8
21/08/16;27,2;16,8
22/08/16;26,1;16,5
23/08/16;27,6;16,4
24/08/16;28,5;14,8
25/08/16;29,1;16,4
26/08/16;29,1;16,5
27/08/16;27,4;16,5
28/08/16;27,8;16,0
29/08/16;28,7;15,5
30/08/16;27,4;16,1
31/08/16;29,0;15,9
01/09/16;30,0;15,6
02/09/16;30,9;15,6
03/09/16;29,8;16,2
04/09/16;29,1;16,9
05/09/16;29,5;16,7
06/09/16;28,8;17,4
07/09/16;28,5;16,7
08/09/16;26,7;16,8
09/09/16;29,4;16,8
10/09/16;30,6;17,1
11/09/16;30,5;18,0
12/09/16;30,2;17,4
13/09/16;28,8;17,4
14/09/16;28,8;17,6
15/09/16;28,3;17,6
16/09/16;27,8;17,5
17/09/16;28,9;17,9
18/09/16;30,1;17,9
19/09/16;31,0;17,7
20/09/16;31,0;17,8
21/09/16;30,0;17,8
22/09/16;28,9;18,0
23/09/16;28,0;18,0
24/09/16;28,8;17,7
25/09/16;30,0;18,1
26/09/16;30,1;18,4
27/09/16;30,8;18,0
28/09/16;28,2;18,2
29/09/16;27,9;18,6
30/09/16;27,5;19,0
01/10/16;28,3;18,9
02/10/16;31,2;18,8
03/10/16;29,5;18,9
04/10/16;29,8;19,1
05/10/16;31,4;19,0
06/10/16;31,4;18,3
07/10/16;30,4;18,0
08/10/16;30,2;18,0
09/10/16;26,9;18,9
10/10/16;29,9;18,7
11/10/16;31,0;19,1
12/10/16;29,9;18,7
13/10/16;27,1;19,0
14/10/16;32,7;18,5
15/10/16;26,6;19,3
16/10/16;29,6;19,0
17/10/16;31,5;19,0
18/10/16;30,5;18,9
19/10/16;29,6;19,6
20/10/16;26,9;19,0
21/10/16;29,5;18,7
22/10/16;30,0;18,6
23/10/16;30,1;18,9
24/10/16;29,1;19,0
25/10/16;29,7;19,0
26/10/16;24,2;18,4
27/10/16;28,5;17,3
28/10/16;27,1;19,3
29/10/16;29,0;19,1
30/10/16;28,6;19,1
31/10/16;31,0;19,0
01/11/16;28,8;18,4
02/11/16;28,8;19,5
03/11/16;27,5;19,6
04/11/16;28,1;19,3
05/11/16;29,0;19,1
06/11/16;28,1;19,4
07/11/16;25,8;18,8
08/11/16;27,2;19,0
09/11/16;27,6;18,8
10/11/16;27,0;17,6
11/11/16;30,5;17,0
12/11/16;30,6;18,5
13/11/16;30,4;18,2
14/11/16;30,3;19,1
15/11/16;27,7;18,9
16/11/16;26,9;19,0
17/11/16;25,2;19,1
18/11/16;26,8;19,0
19/11/16;28,0;19,4
20/11/16;27,4;19,5
21/11/16;27,5;19,0
22/11/16;26,8;19,0
23/11/16;28,0;19,5
24/11/16;25,4;18,8
25/11/16;27,0;19,0
26/11/16;28,7;18,8
27/11/16;26,9;18,5
28/11/16;28,2;18,4
29/11/16;28,8;18,6
30/11/16;26,7;18,3
01/12/16;24,5;18,6
02/12/16;28,5;18,6
03/12/16;27,6;19,0
04/12/16;27,5;18,9
05/12/16;27,8;18,7
06/12/16;25,8;19,0
07/12/16;24,6;18,5
08/12/16;25,1;18,9
09/12/16;28,0;18,4
10/12/16;28,1;18,3
11/12/16;27,7;18,2
12/12/16;28,4;18,5
13/12/16;28,1;18,3
14/12/16;28,4;18,7
15/12/16;28,9;18,4
16/12/16;28,8;18,2
17/12/16;29,1;18,1
18/12/16;30,6;16,5
19/12/16;31,8;18,5
20/12/16;31,2;18,0
21/12/16;28,3;18,9
22/12/16;26,2;18,5
23/12/16;26,8;18,3
24/12/16;26,9;18,5
25/12/16;26,0;18,5
26/12/16;26,4;18,9
27/12/16;25,2;18,4
28/12/16;27,1;18,4
29/12/16;26,8;18,5
30/12/16;25,0;18,3
31/12/16;25,6;18,3
01/01/17;26,0;17,4
02/01/17;26,4;17,5
03/01/17;26,9;17,3
04/01/17;24,6;17,5
05/01/17;25,2;17,8
06/01/17;27,8;17,5
07/01/17;27,5;17,5
08/01/17;26,5;18,2
09/01/17;29,2;18,3
10/01/17;28,5;17,0
11/01/17;28,2;17,4
12/01/17;26,8;18,5
13/01/17;27,0;17,8
14/01/17;28,2;17,4
15/01/17;28,1;18,8
16/01/17;27,2;17,0
17/01/17;24,4;18,5
18/01/17;24,0;18,3
19/01/17;27,0;17,8
20/01/17;27,0;18,0
21/01/17;27,1;18,0
22/01/17;27,5;18,1
23/01/17;24,0;18,9
24/01/17;24,6;18,2
25/01/17;28,1;17,3
26/01/17;28,6;18,4
27/01/17;27,9;18,9
28/01/17;26,8;19,2
29/01/17;26,0;17,6
30/01/17;25,9;17,7
31/01/17;26,0;17,0
01/02/17;26,6;16,7
02/02/17;28,5;17,2
03/02/17;28,2;18,6
04/02/17;26,0;18,7
05/02/17;26,4;18,5
06/02/17;26,2;18,5
07/02/17;25,4;18,5
08/02/17;27,6;19,4
09/02/17;27,6;19,4
10/02/17;26,1;18,1
11/02/17;25,4;17,8
12/02/17;24,8;17,6
13/02/17;25,0;18,5
14/02/17;27,3;18,4
15/02/17;27,4;18,6
16/02/17;27,4;19,0
17/02/17;29,0;19,0
18/02/17;28,0;18,9
19/02/17;26,4;17,7
20/02/17;27,0;17,3
21/02/17;26,8;18,0
22/02/17;26,8;18,5
23/02/17;27,1;19,1
24/02/17;28,5;18,5
25/02/17;27,7;19,0
26/02/17;30,0;19,6
27/02/17;29,4;19,0
28/02/17;28,0;19,0
01/03/17;30,2;19,5
02/03/17;28,5;19,4
03/03/17;30,6;19,4
04/03/17;28,9;19,9
05/03/17;29,2;19,4
06/03/17;30,8;19,3
07/03/17;28,6;19,5
08/03/17;27,8;20,0
09/03/17;28,7;19,9
10/03/17;28,9;19,6
11/03/17;29,4;19,6
12/03/17;30,0;20,1
13/03/17;29,2;20,4
14/03/17;29,4;19,6
15/03/17;30,7;20,4
16/03/17;29,4;20,0
17/03/17;28,0;19,1
18/03/17;29,1;18,9
19/03/17;31,0;19,5
20/03/17;30,5;19,0
21/03/17;28,9;19,7
22/03/17;29,6;19,1
23/03/17;30,3;18,0
24/03/17;31,6;17,8
25/03/17;29,4;20,0
26/03/17;27,5;18,8
27/03/17;29,0;18,5
28/03/17;27,6;19,5
29/03/17;26,4;18,8
30/03/17;25,0;18,9
31/03/17;25,9;18,9
01/04/17;27,8;18,5
02/04/17;28,6;18,1
03/04/17;27,9;18,6
04/04/17;27,5;18,5
05/04/17;27,0;19,2
06/04/17;27,8;19,0
07/04/17;28,4;19,9
08/04/17;27,8;18,9
09/04/17;27,1;18,6
10/04/17;25,4;17,9
11/04/17;24,9;17,5
12/04/17;25,8;19,4
13/04/17;28,0;18,5
14/04/17;28,2;17,6
15/04/17;27,0;19,6
16/04/17;25,3;19,1
17/04/17;28,0;18,3
18/04/17;26,1;18,5
19/04/17;28,0;17,9
20/04/17;28,5;17,8
21/04/17;29,4;18,1
22/04/17;27,9;20,0
23/04/17;28,6;18,9
24/04/17;28,0;18,4
25/04/17;29,3;19,1
26/04/17;29,6;19,2
27/04/17;28,8;19,6
28/04/17;27,6;19,5
29/04/17;26,5;18,7
30/04/17;26,9;17,9
01/05/17;25,5;19,0
02/05/17;27,9;18,5
03/05/17;28,1;19,3
04/05/17;28,0;18,5
05/05/17;26,2;18,4
06/05/17;28,0;17,9
07/05/17;28,8;16,9
08/05/17;29,1;18,0
09/05/17;28,4;17,7
10/05/17;29,9;16,6
11/05/17;30,5;18,8
12/05/17;30,9;16,8
13/05/17;29,5;18,6
14/05/17;31,7;18,5
15/05/17;31,5;15,9
16/05/17;30,8;18,0
17/05/17;29,7;19,9
18/05/17;29,8;19,6
19/05/17;30,3;18,5
20/05/17;29,7;18,9
21/05/17;27,4;19,4
22/05/17;27,5;17,9
23/05/17;27,0;18,2
24/05/17;28,6;18,0
25/05/17;29,2;18,5
26/05/17;29,3;18,4
27/05/17;29,4;18,1
28/05/17;28,4;18,0
29/05/17;28,6;17,5
30/05/17;30,5;17,5
31/05/17;31,8;18,1
01/06/17;30,5;17,9
02/06/17;30,0;17,0
03/06/17;28,8;17,6
04/06/17;30,5;16,8
05/06/17;31,8;17,0
06/06/17;30,5;18,5
07/06/17;30,2;17,8
08/06/17;30,6;17,8
09/06/17;31,3;17,6
10/06/17;31,3;17,1
11/06/17;31,7;16,9
12/06/17;31,2;17,0
13/06/17;29,2;16,7
14/06/17;28,2;16,1
15/06/17;27,6;16,2
16/06/17;26,0;15,1
17/06/17;26,9;14,6
18/06/17;28,5;13,9
19/06/17;28,2;14,1
20/06/17;27,5;13,8
21/06/17;27,8;14,7
22/06/17;28,8;14,9
23/06/17;29,5;13,9
24/06/17;31,0;14,1
25/06/17;29,4;15,6
26/06/17;28,3;15,9
27/06/17;27,9;15,4
28/06/17;29,1;15,8
29/06/17;30,1;15,9
30/06/17;30,9;14,9
01/07/17;31,8;15,4
02/07/17;32,2;14,2
03/07/17;31,7;14,2
04/07/17;31,5;13,4
05/07/17;31,5;14,0
06/07/17;32,0;14,4
07/07/17;32,0;13,1
08/07/17;31,8;12,5
09/07/17;31,3;14,2
10/07/17;30,5;14,1
11/07/17;30,6;14,2
12/07/17;31,2;13,1
13/07/17;31,7;13,4
14/07/17;30,7;15,1
15/07/17;28,5;15,9
16/07/17;29,4;16,1
17/07/17;28,1;15,7
18/07/17;29,0;15,1
19/07/17;30,1;16,0
20/07/17;28,2;16,0
21/07/17;26,8;16,1
22/07/17;27,8;15,9
23/07/17;28,9;15,4
24/07/17;27,7;15,9
25/07/17;27,5;15,1
26/07/17;28,4;15,5
27/07/17;26,2;16,0
28/07/17;27,2;15,3
29/07/17;27,8;15,6
30/07/17;27,6;16,0
31/07/17;28,1;16,0
01/08/17;30,1;16,1
02/08/17;30,9;16,1
03/08/17;27,6;15,3
04/08/17;25,6;14,2
05/08/17;26,6;14,0
06/08/17;26,0;13,5
07/08/17;27,1;13,8
08/08/17;27,3;14,4
09/08/17;28,5;13,2
10/08/17;30,4;12,7
11/08/17;30,5;14,5
12/08/17;28,9;13,9
13/08/17;30,4;14,3
14/08/17;30,0;12,9
15/08/17;28,6;14,5
16/08/17;28,2;13,6
17/08/17;28,2;13,9
18/08/17;28,0;13,9
19/08/17;28,6;12,9
20/08/17;28,8;13,9
21/08/17;29,0;13,1
22/08/17;29,0;13,1
23/08/17;28,3;12,6
24/08/17;26,8;12,9
25/08/17;28,1;13,1
26/08/17;27,6;14,5
27/08/17;27,0;14,2
28/08/17;26,6;15,1
29/08/17;30,6;14,9
30/08/17;30,0;16,4
31/08/17;30,0;15,9
01/09/17;29,0;16,0
02/09/17;30,2;15,8
03/09/17;29,9;16,2
04/09/17;29,8;17,1
05/09/17;28,9;17,4
06/09/17;29,1;17,2
07/09/17;28,8;16,8
08/09/17;29,1;16,7
09/09/17;28,8;17,1
10/09/17;29,1;17,0
11/09/17;30,5;17,2
12/09/17;28,6;17,4
13/09/17;28,4;17,2
14/09/17;30,3;17,1
15/09/17;30,8;17,4
16/09/17;29,0;17,8
17/09/17;28,5;17,8
18/09/17;29,6;17,6
19/09/17;29,1;18,3
20/09/17;29,9;18,2
21/09/17;30,4;17,9
22/09/17;29,6;18,0
23/09/17;30,5;17,4
24/09/17;29,3;17,9
25/09/17;31,4;18,2
26/09/17;30,1;18,4
27/09/17;30,0;18,4
28/09/17;30,8;18,6
29/09/17;30,8;18,5
30/09/17;28,5;18,1
01/10/17;29,7;17,2
02/10/17;28,0;18,2
03/10/17;28,1;17,8
04/10/17;30,5;18,4
05/10/17;30,2;17,6
06/10/17;30,5;18,4
07/10/17;30,1;18,4
08/10/17;29,9;17,4
09/10/17;31,5;18,3
10/10/17;27,4;19,0
11/10/17;30,6;18,5
12/10/17;31,6;18,8
13/10/17;30,2;18,7
14/10/17;27,0;18,8
15/10/17;31,5;18,5
16/10/17;30,8;19,4
17/10/17;30,6;18,9
18/10/17;30,3;18,6
19/10/17;31,2;19,2
20/10/17;30,5;18,5
21/10/17;32,5;19,3
22/10/17;26,9;19,2
23/10/17;31,4;18,1
24/10/17;32,5;18,6
25/10/17;29,9;19,5
26/10/17;31,1;19,0
27/10/17;32,7;17,8
28/10/17;31,0;19,7
29/10/17;25,7;19,7
30/10/17;29,7;19,9
31/10/17;27,9;19,6
01/11/17;29,0;18,9
02/11/17;27,1;19,3
03/11/17;29,5;18,4
04/11/17;28,0;19,1
05/11/17;29,2;20,1
06/11/17;24,1;19,7
07/11/17;28,1;19,4
08/11/17;27,8;19,0
09/11/17;29,2;18,9
10/11/17;26,6;19,2
11/11/17;25,5;18,4
12/11/17;26,6;18,8
13/11/17;26,4;18,6
14/11/17;28,4;18,2
15/11/17;25,8;19,1
16/11/17;28,3;18,8
17/11/17;28,3;18,7
18/11/17;29,6;19,2
19/11/17;27,0;19,1
20/11/17;27,8;18,9
21/11/17;26,8;19,1
22/11/17;30,4;18,2
23/11/17;29,8;19,9
24/11/17;30,0;19,6
25/11/17;29,1;19,4
26/11/17;29,9;19,1
27/11/17;27,9;19,5
28/11/17;27,0;19,0
29/11/17;26,5;18,5
30/11/17;26,5;18,4
01/12/17;27,5;18,2
02/12/17;28,0;18,2
03/12/17;28,3;18,4
04/12/17;29,6;18,8
05/12/17;29,1;19,5
06/12/17;29,6;19,1
07/12/17;28,7;19,0
08/12/17;27,8;19,6
09/12/17;30,8;19,2
10/12/17;27,8;20,4
11/12/17;25,3;20,0
12/12/17;23,4;19,4
13/12/17;26,0;19,0
14/12/17;29,1;17,9
15/12/17;28,7;17,9
16/12/17;30,7;18,3
17/12/17;27,3;19,2
18/12/17;28,2;19,9
19/12/17;26,5;19,5
20/12/17;22,8;18,6
21/12/17;28,6;18,0
22/12/17;28,5;18,6
23/12/17;29,2;17,6
24/12/17;27,0;17,8
25/12/17;28,0;17,4
26/12/17;27,5;19,1
27/12/17;29,1;18,1
28/12/17;29,2;19,1
29/12/17;29,7;18,2
30/12/17;30,4;19,5
31/12/17;27,5;18,9
01/01/18;29,0;18,5
02/01/18;29,6;18,5
03/01/18;31,4;18,7
04/01/18;30,5;19,0
05/01/18;29,4;17,0
06/01/18;29,4;18,9
07/01/18;30,7;19,1
08/01/18;27,5;19,5
09/01/18;28,5;19,5
10/01/18;29,4;19,0
11/01/18;29,1;19,7
12/01/18;26,1;19,1
13/01/18;28,6;18,4
14/01/18;28,8;17,0
15/01/18;29,5;17,2
16/01/18;29,7;18,5
17/01/18;30,0;18,2
18/01/18;31,5;18,7
19/01/18;31,1;19,0
20/01/18;31,4;19,8
21/01/18;31,6;18,5
22/01/18;30,8;18,9
23/01/18;32,2;19,4
24/01/18;32,3;18,8
25/01/18;31,5;18,6
26/01/18;30,6;17,4
27/01/18;31,3;17,1
28/01/18;32,3;17,5
29/01/18;32,0;18,6
30/01/18;31,9;18,3
31/01/18;27,9;19,9
01/02/18;31,2;19,0
02/02/18;25,5;19,5
03/02/18;27,9;18,5
04/02/18;28,5;18,9
05/02/18;30,0;18,7
06/02/18;30,0;18,9
07/02/18;30,6;18,0
08/02/18;27,4;19,2
09/02/18;24,7;18,7
10/02/18;26,4;18,3
11/02/18;30,6;18,0
12/02/18;30,5;18,7
13/02/18;27,4;18,0
14/02/18;29,5;18,6
15/02/18;29,5;20,0
16/02/18;28,6;19,8
17/02/18;29,0;18,7
18/02/18;31,2;18,2
19/02/18;30,2;18,1
20/02/18;30,5;20,2
21/02/18;31,0;19,2
22/02/18;30,5;18,3
23/02/18;30,9;17,8
24/02/18;30,0;18,5
25/02/18;29,5;18,7
26/02/18;30,0;18,2
27/02/18;31,3;18,5
28/02/18;31,2;19,6
01/03/18;30,7;18,5
